order_id,date,region,product,category,unit_price,quantity,total_price
1087,2025-01-16,홍대점,크루아상,베이커리,4500,2,9000
1088,2025-01-16,강남점,바닐라라떼,음료,5500,1,5500
1089,2025-01-16,신촌점,아메리카노,음료,4500,1,4500
1090,2025-01-16,강남점,아메리카노,음료,4500,2,9000
1091,2025-01-16,신촌점,아메리카노,음료,4500,1,4500
1092,2025-01-16,신촌점,크루아상,베이커리,4500,1,4500
1093,2025-01-16,강남점,카페라떼,음료,5000,2,10000
1094,2025-01-16,강남점,휘낭시에,디저트,3500,1,3500
1095,2025-01-16,신촌점,스콘,디저트,4000,1,4000
1096,2025-01-17,신촌점,휘낭시에,디저트,3500,1,3500
1097,2025-01-17,신촌점,카페라떼,음료,5000,1,5000
1098,2025-01-17,홍대점,휘낭시에,디저트,3500,1,3500
1099,2025-01-17,홍대점,카푸치노,음료,5000,2,10000
1100,2025-01-18,신촌점,크로플,디저트,6000,1,6000
1101,2025-01-18,강남점,크로플,디저트,6000,1,6000
1102,2025-01-18,신촌점,아메리카노,음료,4500,1,4500
1103,2025-01-18,강남점,카페라떼,음료,5000,1,5000
1104,2025-01-19,홍대점,크로플,디저트,6000,1,6000
1105,2025-01-19,홍대점,카페라떼,음료,5000,2,10000
1106,2025-01-19,신촌점,크로플,디저트,6000,1,6000
1107,2025-01-19,신촌점,크로플,디저트,6000,2,12000
1108,2025-01-19,신촌점,크루아상,베이커리,4500,1,4500
1109,2025-01-19,강남점,크로플,디저트,6000,3,18000
1110,2025-01-19,강남점,바닐라라떼,음료,5500,1,5500
1111,2025-01-20,홍대점,크루아상,베이커리,4500,1,4500
1112,2025-01-20,홍대점,휘낭시에,디저트,3500,1,3500
1113,2025-01-20,홍대점,카푸치노,음료,5000,2,10000
1114,2025-01-20,강남점,크루아상,베이커리,4500,1,4500
1115,2025-01-20,홍대점,카페라떼,음료,5000,2,10000
1116,2025-01-20,강남점,아메리카노,음료,4500,1,4500
1117,2025-01-20,홍대점,크로플,디저트,6000,1,6000
1118,2025-01-20,신촌점,크루아상,베이커리,4500,2,9000
1119,2025-01-21,신촌점,카페라떼,음료,5000,1,5000
1120,2025-01-21,홍대점,바닐라라떼,음료,5500,1,5500
1121,2025-01-21,홍대점,휘낭시에,디저트,3500,1,3500
1122,2025-01-22,강남점,아메리카노,음료,4500,1,4500
1123,2025-01-22,강남점,치즈케이크,디저트,6500,1,6500
1124,2025-01-22,신촌점,카페라떼,음료,5000,1,5000
1125,2025-01-22,신촌점,스콘,디저트,4000,3,12000
1126,2025-01-23,강남점,카푸치노,음료,5000,2,10000
1127,2025-01-23,신촌점,스콘,디저트,4000,1,4000
1128,2025-01-23,홍대점,치즈케이크,디저트,6500,2,13000
1129,2025-01-23,신촌점,카푸치노,음료,5000,1,5000
1130,2025-01-24,홍대점,스콘,디저트,4000,2,8000
1131,2025-01-24,홍대점,카푸치노,음료,5000,1,5000
1132,2025-01-24,강남점,치즈케이크,디저트,6500,1,6500
1133,2025-01-25,홍대점,아메리카노,음료,4500,2,9000
1134,2025-01-25,강남점,치즈케이크,디저트,6500,1,6500
1135,2025-01-25,신촌점,크로플,디저트,6000,1,6000
1136,2025-01-25,신촌점,스콘,디저트,4000,2,8000
1137,2025-01-26,홍대점,아메리카노,음료,4500,1,4500
1138,2025-01-26,홍대점,바닐라라떼,음료,5500,1,5500
1139,2025-01-26,홍대점,아메리카노,음료,4500,1,4500
1140,2025-01-26,홍대점,치즈케이크,디저트,6500,2,13000
1141,2025-01-26,신촌점,스콘,디저트,4000,2,8000
1142,2025-01-27,강남점,스콘,디저트,4000,2,8000
1143,2025-01-27,홍대점,크로플,디저트,6000,1,6000
1144,2025-01-27,신촌점,아메리카노,음료,4500,1,4500
1145,2025-01-28,강남점,카푸치노,음료,5000,1,5000
1146,2025-01-28,신촌점,치즈케이크,디저트,6500,2,13000
1147,2025-01-28,홍대점,카페라떼,음료,5000,2,10000
1148,2025-01-28,홍대점,크루아상,베이커리,4500,1,4500
1149,2025-01-28,홍대점,치즈케이크,디저트,6500,1,6500
1150,2025-01-28,홍대점,크루아상,베이커리,4500,1,4500
1151,2025-01-28,강남점,스콘,디저트,4000,2,8000
1152,2025-01-28,홍대점,휘낭시에,디저트,3500,1,3500
1153,2025-01-29,강남점,아메리카노,음료,4500,1,4500
1154,2025-01-29,신촌점,스콘,디저트,4000,2,8000
1155,2025-01-29,홍대점,치즈케이크,디저트,6500,1,6500
1156,2025-01-29,신촌점,카푸치노,음료,5000,1,5000
1157,2025-01-29,홍대점,바닐라라떼,음료,5500,2,11000
1158,2025-01-29,신촌점,크루아상,베이커리,4500,2,9000
1159,2025-01-29,강남점,치즈케이크,디저트,6500,1,6500
1160,2025-01-30,강남점,크로플,디저트,6000,1,6000
1161,2025-01-30,강남점,바닐라라떼,음료,5500,1,5500
1162,2025-01-30,강남점,샌드위치,베이커리,7000,2,14000
1163,2025-01-30,신촌점,샌드위치,베이커리,7000,1,7000
1164,2025-01-30,신촌점,휘낭시에,디저트,3500,1,3500
1165,2025-01-30,강남점,스콘,디저트,4000,1,4000
1166,2025-01-30,강남점,바닐라라떼,음료,5500,2,11000
1167,2025-01-30,강남점,카페라떼,음료,5000,2,10000
1168,2025-01-31,신촌점,크루아상,베이커리,4500,1,4500
1169,2025-01-31,강남점,카푸치노,음료,5000,3,15000
1170,2025-01-31,홍대점,샌드위치,베이커리,7000,1,7000
1171,2025-01-31,신촌점,크루아상,베이커리,4500,3,13500
1172,2025-02-01,신촌점,샌드위치,베이커리,7000,2,14000
1173,2025-02-01,신촌점,크루아상,베이커리,4500,1,4500
1174,2025-02-01,신촌점,샌드위치,베이커리,7000,2,14000
1175,2025-02-01,강남점,샌드위치,베이커리,7000,1,7000
1176,2025-02-01,신촌점,크로플,디저트,6000,2,12000
1177,2025-02-02,강남점,카푸치노,음료,5000,1,5000
1178,2025-02-02,홍대점,크로플,디저트,6000,1,6000
1179,2025-02-02,강남점,치즈케이크,디저트,6500,2,13000
1180,2025-02-02,홍대점,바닐라라떼,음료,5500,1,5500
1181,2025-02-02,강남점,바닐라라떼,음료,5500,2,11000
1182,2025-02-02,신촌점,스콘,디저트,4000,1,4000
1183,2025-02-03,홍대점,스콘,디저트,4000,1,4000
1184,2025-02-03,신촌점,스콘,디저트,4000,3,12000
1185,2025-02-03,신촌점,아메리카노,음료,4500,2,9000
1186,2025-02-03,홍대점,스콘,디저트,4000,1,4000
1187,2025-02-03,홍대점,크로플,디저트,6000,2,12000
1188,2025-02-03,신촌점,크루아상,베이커리,4500,2,9000
1189,2025-02-04,홍대점,휘낭시에,디저트,3500,2,7000
1190,2025-02-04,홍대점,카푸치노,음료,5000,1,5000
1191,2025-02-04,신촌점,아메리카노,음료,4500,1,4500
1192,2025-02-04,홍대점,스콘,디저트,4000,2,8000
1193,2025-02-04,신촌점,바닐라라떼,음료,5500,3,16500
1194,2025-02-04,신촌점,아메리카노,음료,4500,3,13500
1195,2025-02-04,강남점,휘낭시에,디저트,3500,2,7000
1196,2025-02-04,홍대점,스콘,디저트,4000,1,4000
1197,2025-02-04,홍대점,바닐라라떼,음료,5500,1,5500
1198,2025-02-05,홍대점,카푸치노,음료,5000,1,5000
1199,2025-02-05,홍대점,스콘,디저트,4000,1,4000
1200,2025-02-05,홍대점,크로플,디저트,6000,2,12000
1201,2025-02-05,강남점,아메리카노,음료,4500,2,9000
1202,2025-02-05,강남점,치즈케이크,디저트,6500,1,6500
1203,2025-02-06,강남점,아메리카노,음료,4500,2,9000
1204,2025-02-06,신촌점,카푸치노,음료,5000,2,10000
1205,2025-02-06,홍대점,바닐라라떼,음료,5500,1,5500
1206,2025-02-06,강남점,카페라떼,음료,5000,1,5000
1207,2025-02-06,홍대점,샌드위치,베이커리,7000,2,14000
1208,2025-02-06,신촌점,바닐라라떼,음료,5500,2,11000
1209,2025-02-06,강남점,카페라떼,음료,5000,2,10000
1210,2025-02-06,강남점,크로플,디저트,6000,1,6000
1211,2025-02-06,홍대점,크로플,디저트,6000,1,6000
1212,2025-02-07,신촌점,카푸치노,음료,5000,1,5000
1213,2025-02-07,홍대점,카푸치노,음료,5000,1,5000
1214,2025-02-07,신촌점,휘낭시에,디저트,3500,2,7000
1215,2025-02-07,홍대점,아메리카노,음료,4500,1,4500
1216,2025-02-07,신촌점,치즈케이크,디저트,6500,1,6500
1217,2025-02-07,홍대점,치즈케이크,디저트,6500,1,6500
1218,2025-02-08,홍대점,샌드위치,베이커리,7000,1,7000
1219,2025-02-08,홍대점,샌드위치,베이커리,7000,2,14000
1220,2025-02-08,신촌점,바닐라라떼,음료,5500,2,11000
1221,2025-02-08,신촌점,크로플,디저트,6000,2,12000
1222,2025-02-08,신촌점,샌드위치,베이커리,7000,1,7000
1223,2025-02-08,강남점,휘낭시에,디저트,3500,1,3500
1224,2025-02-08,홍대점,카페라떼,음료,5000,1,5000
1225,2025-02-08,신촌점,카푸치노,음료,5000,2,10000
1226,2025-02-08,홍대점,휘낭시에,디저트,3500,2,7000
1227,2025-02-09,강남점,샌드위치,베이커리,7000,2,14000
1228,2025-02-09,홍대점,샌드위치,베이커리,7000,1,7000
1229,2025-02-09,신촌점,치즈케이크,디저트,6500,1,6500
1230,2025-02-10,신촌점,크로플,디저트,6000,1,6000
1231,2025-02-10,신촌점,카푸치노,음료,5000,1,5000
1232,2025-02-10,강남점,스콘,디저트,4000,1,4000
1233,2025-02-10,홍대점,샌드위치,베이커리,7000,2,14000
1234,2025-02-10,강남점,샌드위치,베이커리,7000,2,14000
1235,2025-02-10,신촌점,크로플,디저트,6000,1,6000
1236,2025-02-10,신촌점,카푸치노,음료,5000,1,5000
1237,2025-02-10,신촌점,치즈케이크,디저트,6500,1,6500
1238,2025-02-11,신촌점,스콘,디저트,4000,3,12000
1239,2025-02-11,홍대점,치즈케이크,디저트,6500,1,6500
1240,2025-02-11,강남점,크로플,디저트,6000,1,6000
1241,2025-02-11,홍대점,카페라떼,음료,5000,2,10000
1242,2025-02-11,신촌점,카페라떼,음료,5000,2,10000
1243,2025-02-12,홍대점,카푸치노,음료,5000,1,5000
1244,2025-02-12,신촌점,크로플,디저트,6000,2,12000
1245,2025-02-12,강남점,휘낭시에,디저트,3500,1,3500
1246,2025-02-12,홍대점,카푸치노,음료,5000,1,5000
1247,2025-02-13,신촌점,크로플,디저트,6000,1,6000
1248,2025-02-13,강남점,바닐라라떼,음료,5500,1,5500
1249,2025-02-13,강남점,크루아상,베이커리,4500,1,4500
1250,2025-02-13,강남점,샌드위치,베이커리,7000,1,7000
1251,2025-02-14,홍대점,크로플,디저트,6000,1,6000
1252,2025-02-14,강남점,치즈케이크,디저트,6500,1,6500
1253,2025-02-14,홍대점,크로플,디저트,6000,3,18000
1254,2025-02-14,홍대점,카페라떼,음료,5000,2,10000
1255,2025-02-14,신촌점,샌드위치,베이커리,7000,1,7000
1256,2025-02-14,신촌점,아메리카노,음료,4500,1,4500
1257,2025-02-14,강남점,크로플,디저트,6000,1,6000
1258,2025-02-15,신촌점,크루아상,베이커리,4500,2,9000
1259,2025-02-15,강남점,휘낭시에,디저트,3500,2,7000
1260,2025-02-15,홍대점,크루아상,베이커리,4500,1,4500
1261,2025-02-16,홍대점,휘낭시에,디저트,3500,3,10500
1262,2025-02-16,신촌점,휘낭시에,디저트,3500,2,7000
1263,2025-02-16,강남점,카페라떼,음료,5000,3,15000
1264,2025-02-16,강남점,카푸치노,음료,5000,1,5000
1265,2025-02-16,신촌점,바닐라라떼,음료,5500,1,5500
1266,2025-02-17,홍대점,바닐라라떼,음료,5500,1,5500
1267,2025-02-17,강남점,휘낭시에,디저트,3500,1,3500
1268,2025-02-17,홍대점,카푸치노,음료,5000,1,5000
1269,2025-02-18,강남점,샌드위치,베이커리,7000,1,7000
1270,2025-02-18,신촌점,크로플,디저트,6000,2,12000
1271,2025-02-18,강남점,휘낭시에,디저트,3500,2,7000
1272,2025-02-18,강남점,스콘,디저트,4000,1,4000
1273,2025-02-18,강남점,바닐라라떼,음료,5500,3,16500
1274,2025-02-18,홍대점,카페라떼,음료,5000,1,5000
1275,2025-02-18,신촌점,휘낭시에,디저트,3500,2,7000
1276,2025-02-18,홍대점,크로플,디저트,6000,1,6000
1277,2025-02-19,홍대점,크로플,디저트,6000,2,12000
1278,2025-02-19,홍대점,크루아상,베이커리,4500,1,4500
1279,2025-02-19,홍대점,카페라떼,음료,5000,1,5000
1280,2025-02-19,강남점,치즈케이크,디저트,6500,2,13000
1281,2025-02-19,신촌점,카페라떼,음료,5000,1,5000
1282,2025-02-19,강남점,휘낭시에,디저트,3500,1,3500
1283,2025-02-19,강남점,크로플,디저트,6000,1,6000
1284,2025-02-19,홍대점,샌드위치,베이커리,7000,1,7000
1285,2025-02-20,홍대점,바닐라라떼,음료,5500,3,16500
1286,2025-02-20,홍대점,샌드위치,베이커리,7000,3,21000
1287,2025-02-20,홍대점,치즈케이크,디저트,6500,1,6500
1288,2025-02-20,홍대점,카페라떼,음료,5000,2,10000
1289,2025-02-20,홍대점,스콘,디저트,4000,2,8000
1290,2025-02-21,신촌점,스콘,디저트,4000,2,8000
1291,2025-02-21,홍대점,아메리카노,음료,4500,1,4500
1292,2025-02-21,홍대점,크로플,디저트,6000,1,6000
1293,2025-02-21,강남점,크루아상,베이커리,4500,2,9000
1294,2025-02-21,강남점,크루아상,베이커리,4500,1,4500
1295,2025-02-21,신촌점,카푸치노,음료,5000,1,5000
1296,2025-02-21,강남점,샌드위치,베이커리,7000,2,14000
1297,2025-02-21,강남점,카푸치노,음료,5000,1,5000
1298,2025-02-22,홍대점,샌드위치,베이커리,7000,2,14000
1299,2025-02-22,신촌점,카페라떼,음료,5000,1,5000
1300,2025-02-22,신촌점,휘낭시에,디저트,3500,2,7000
1301,2025-02-22,강남점,바닐라라떼,음료,5500,1,5500
1302,2025-02-22,강남점,크루아상,베이커리,4500,1,4500
1303,2025-02-23,강남점,카페라떼,음료,5000,1,5000
1304,2025-02-23,신촌점,바닐라라떼,음료,5500,1,5500
1305,2025-02-23,홍대점,크로플,디저트,6000,1,6000
1306,2025-02-23,홍대점,스콘,디저트,4000,2,8000
1307,2025-02-23,강남점,카푸치노,음료,5000,1,5000
1308,2025-02-23,신촌점,스콘,디저트,4000,1,4000
1309,2025-02-23,강남점,크루아상,베이커리,4500,2,9000
1310,2025-02-23,홍대점,카페라떼,음료,5000,1,5000
1311,2025-02-23,신촌점,치즈케이크,디저트,6500,3,19500
1312,2025-02-24,홍대점,아메리카노,음료,4500,1,4500
1313,2025-02-24,신촌점,휘낭시에,디저트,3500,1,3500
1314,2025-02-24,홍대점,샌드위치,베이커리,7000,2,14000
1315,2025-02-24,홍대점,크루아상,베이커리,4500,1,4500
1316,2025-02-24,홍대점,크루아상,베이커리,4500,2,9000
1317,2025-02-25,신촌점,치즈케이크,디저트,6500,2,13000
1318,2025-02-25,강남점,카푸치노,음료,5000,1,5000
1319,2025-02-25,신촌점,스콘,디저트,4000,1,4000
1320,2025-02-25,홍대점,샌드위치,베이커리,7000,2,14000
1321,2025-02-25,신촌점,스콘,디저트,4000,3,12000
1322,2025-02-25,강남점,바닐라라떼,음료,5500,1,5500
1323,2025-02-26,홍대점,크루아상,베이커리,4500,3,13500
1324,2025-02-26,홍대점,카페라떼,음료,5000,2,10000
1325,2025-02-26,홍대점,카페라떼,음료,5000,1,5000
1326,2025-02-26,홍대점,아메리카노,음료,4500,2,9000
1327,2025-02-27,홍대점,바닐라라떼,음료,5500,1,5500
1328,2025-02-27,홍대점,치즈케이크,디저트,6500,2,13000
1329,2025-02-27,신촌점,카페라떼,음료,5000,2,10000
1330,2025-02-27,홍대점,크루아상,베이커리,4500,1,4500
1331,2025-02-27,강남점,샌드위치,베이커리,7000,2,14000
1332,2025-02-27,신촌점,휘낭시에,디저트,3500,1,3500
1333,2025-02-27,신촌점,크로플,디저트,6000,3,18000
1334,2025-02-27,강남점,카페라떼,음료,5000,1,5000
1335,2025-02-27,신촌점,카페라떼,음료,5000,1,5000
1336,2025-02-28,강남점,아메리카노,음료,4500,1,4500
1337,2025-02-28,홍대점,크로플,디저트,6000,1,6000
1338,2025-02-28,홍대점,바닐라라떼,음료,5500,1,5500
1339,2025-02-28,강남점,휘낭시에,디저트,3500,2,7000
1340,2025-02-28,신촌점,바닐라라떼,음료,5500,1,5500
1341,2025-03-01,강남점,스콘,디저트,4000,2,8000
1342,2025-03-01,강남점,샌드위치,베이커리,7000,3,21000
1343,2025-03-01,홍대점,카푸치노,음료,5000,1,5000
1344,2025-03-01,강남점,샌드위치,베이커리,7000,1,7000
1345,2025-03-01,신촌점,샌드위치,베이커리,7000,3,21000
1346,2025-03-01,홍대점,크루아상,베이커리,4500,1,4500
1347,2025-03-01,홍대점,치즈케이크,디저트,6500,3,19500
1348,2025-03-01,홍대점,스콘,디저트,4000,2,8000
1349,2025-03-01,홍대점,크로플,디저트,6000,1,6000
1350,2025-03-02,홍대점,샌드위치,베이커리,7000,1,7000
1351,2025-03-02,홍대점,휘낭시에,디저트,3500,1,3500
1352,2025-03-02,신촌점,크로플,디저트,6000,1,6000
1353,2025-03-02,신촌점,스콘,디저트,4000,1,4000
1354,2025-03-02,신촌점,아메리카노,음료,4500,3,13500
1355,2025-03-02,홍대점,샌드위치,베이커리,7000,2,14000
1356,2025-03-02,홍대점,카푸치노,음료,5000,2,10000
1357,2025-03-02,신촌점,카푸치노,음료,5000,2,10000
1358,2025-03-02,신촌점,크로플,디저트,6000,2,12000
1359,2025-03-03,신촌점,바닐라라떼,음료,5500,2,11000
1360,2025-03-03,홍대점,아메리카노,음료,4500,1,4500
1361,2025-03-03,신촌점,아메리카노,음료,4500,1,4500
1362,2025-03-03,홍대점,바닐라라떼,음료,5500,1,5500
1363,2025-03-03,강남점,치즈케이크,디저트,6500,2,13000
1364,2025-03-03,신촌점,카푸치노,음료,5000,1,5000
1365,2025-03-03,홍대점,치즈케이크,디저트,6500,1,6500
1366,2025-03-03,홍대점,바닐라라떼,음료,5500,1,5500
1367,2025-03-03,홍대점,크로플,디저트,6000,2,12000
1368,2025-03-04,강남점,카페라떼,음료,5000,1,5000
1369,2025-03-04,강남점,바닐라라떼,음료,5500,2,11000
1370,2025-03-04,신촌점,스콘,디저트,4000,3,12000
1371,2025-03-04,홍대점,치즈케이크,디저트,6500,1,6500
1372,2025-03-04,강남점,아메리카노,음료,4500,1,4500
1373,2025-03-04,신촌점,샌드위치,베이커리,7000,1,7000
1374,2025-03-04,신촌점,크로플,디저트,6000,1,6000
1375,2025-03-04,강남점,치즈케이크,디저트,6500,1,6500
1376,2025-03-04,신촌점,샌드위치,베이커리,7000,1,7000
1377,2025-03-05,강남점,휘낭시에,디저트,3500,1,3500
1378,2025-03-05,홍대점,샌드위치,베이커리,7000,3,21000
1379,2025-03-05,강남점,스콘,디저트,4000,1,4000
1380,2025-03-05,홍대점,아메리카노,음료,4500,1,4500
1381,2025-03-05,신촌점,카페라떼,음료,5000,1,5000
1382,2025-03-06,신촌점,스콘,디저트,4000,1,4000
1383,2025-03-06,신촌점,크루아상,베이커리,4500,1,4500
1384,2025-03-06,신촌점,바닐라라떼,음료,5500,2,11000
1385,2025-03-06,신촌점,카페라떼,음료,5000,2,10000
1386,2025-03-07,홍대점,크로플,디저트,6000,1,6000
1387,2025-03-07,강남점,카푸치노,음료,5000,1,5000
1388,2025-03-07,신촌점,치즈케이크,디저트,6500,1,6500
1389,2025-03-07,신촌점,치즈케이크,디저트,6500,1,6500
1390,2025-03-07,홍대점,치즈케이크,디저트,6500,1,6500
1391,2025-03-07,홍대점,카푸치노,음료,5000,3,15000
1392,2025-03-08,신촌점,카푸치노,음료,5000,2,10000
1393,2025-03-08,홍대점,아메리카노,음료,4500,1,4500
1394,2025-03-08,신촌점,카푸치노,음료,5000,3,15000
1395,2025-03-09,신촌점,카페라떼,음료,5000,2,10000
1396,2025-03-09,강남점,카푸치노,음료,5000,1,5000
1397,2025-03-09,신촌점,치즈케이크,디저트,6500,2,13000
1398,2025-03-09,강남점,아메리카노,음료,4500,1,4500
1399,2025-03-10,강남점,크루아상,베이커리,4500,1,4500
1400,2025-03-10,강남점,카페라떼,음료,5000,2,10000
1401,2025-03-10,강남점,바닐라라떼,음료,5500,1,5500
1402,2025-03-10,강남점,휘낭시에,디저트,3500,1,3500
1403,2025-03-11,홍대점,아메리카노,음료,4500,1,4500
1404,2025-03-11,강남점,크루아상,베이커리,4500,1,4500
1405,2025-03-11,홍대점,샌드위치,베이커리,7000,1,7000
1406,2025-03-11,홍대점,크루아상,베이커리,4500,1,4500
1407,2025-03-11,신촌점,크루아상,베이커리,4500,1,4500
1408,2025-03-12,신촌점,크루아상,베이커리,4500,1,4500
1409,2025-03-12,홍대점,아메리카노,음료,4500,1,4500
1410,2025-03-12,강남점,스콘,디저트,4000,1,4000
1411,2025-03-13,강남점,샌드위치,베이커리,7000,1,7000
1412,2025-03-13,강남점,치즈케이크,디저트,6500,2,13000
1413,2025-03-13,신촌점,바닐라라떼,음료,5500,1,5500
1414,2025-03-13,홍대점,휘낭시에,디저트,3500,1,3500
1415,2025-03-13,신촌점,스콘,디저트,4000,3,12000
1416,2025-03-13,신촌점,크로플,디저트,6000,1,6000
1417,2025-03-14,강남점,카페라떼,음료,5000,2,10000
1418,2025-03-14,강남점,크루아상,베이커리,4500,2,9000
1419,2025-03-14,강남점,스콘,디저트,4000,1,4000
1420,2025-03-14,홍대점,스콘,디저트,4000,1,4000
1421,2025-03-14,강남점,스콘,디저트,4000,1,4000
1422,2025-03-14,신촌점,치즈케이크,디저트,6500,1,6500
1423,2025-03-15,신촌점,치즈케이크,디저트,6500,3,19500
1424,2025-03-15,강남점,샌드위치,베이커리,7000,1,7000
1425,2025-03-15,신촌점,카페라떼,음료,5000,1,5000
1426,2025-03-15,신촌점,치즈케이크,디저트,6500,2,13000
1427,2025-03-15,신촌점,아메리카노,음료,4500,1,4500
1428,2025-03-16,홍대점,치즈케이크,디저트,6500,2,13000
1429,2025-03-16,홍대점,치즈케이크,디저트,6500,2,13000
1430,2025-03-16,신촌점,아메리카노,음료,4500,3,13500
1431,2025-03-16,신촌점,크로플,디저트,6000,1,6000
